URL	Motif_ID
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T46995_0.6	M187_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47034_0.6	M194_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47050_0.6	M217_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47052_0.6	M218_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T19132_0.6	M060_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T19133_0.6	M326_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T19140_0.6	M207_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T19118_0.6	M188_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T24233_0.6	M286_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T24233_0.6	M287_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T39282_0.6	M049_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T39359_0.6	M209_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T51074_0.6	M223_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T50246_0.6	M233_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T45194_0.6	M206_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T45229_0.6	M186_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T56083_0.6	M224_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T56086_0.6	M225_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T51619_0.6	M205_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T50126_0.6	M185_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T53390_0.6	M198_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T49508_0.6	M213_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47134_0.6	M202_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47137_0.6	M179_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47360_0.6	M180_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47362_0.6	M208_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47376_0.6	M181_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47397_0.6	M203_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47405_0.6	M182_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47407_0.6	M183_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T30410_0.6	M184_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T04648_0.6	M084_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T16594_0.6	M041_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T20542_0.6	M128_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T20543_0.6	M063_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48469_0.6	M229_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48470_0.6	M006_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48471_0.6	M018_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48472_0.6	M199_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48473_0.6	M039_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48474_0.6	M173_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48475_0.6	M215_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48476_0.6	M200_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48477_0.6	M191_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T16584_0.6	M276_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T24494_0.6	M251_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T24496_0.6	M252_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T24493_0.6	M253_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T46369_0.6	M030_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T46334_0.6	M277_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T46334_0.6	M278_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T46339_0.6	M299_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T46339_0.6	M300_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T61839_0.6	M080_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T61839_0.6	M107_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T58636_0.6	M201_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T42067_0.6	M240_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T42083_0.6	M210_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T46243_0.6	M196_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48065_0.6	M220_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48115_0.6	M221_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48153_0.6	M222_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48164_0.6	M197_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T48237_0.6	M204_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47635_0.6	M214_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47656_0.6	M189_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47668_0.6	M190_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47687_0.6	M192_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47689_0.6	M193_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T47690_0.6	M216_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T00018_0.6	M248_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T17424_0.6	M250_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T17424_0.6	M254_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T17424_0.6	M260_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T42847_0.6	M243_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T42887_0.6	M235_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T42910_0.6	M237_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T42914_0.6	M236_0.6
